statefips,countyfips,countyfips2,year,month,number_schools,share_all_closed_50,share_all_closed_25,share_all_closed_75,share_elem_closed_50,share_elem_closed_25,share_elem_closed_75,share_middlehigh_closed_50,share_middlehigh_closed_25,share_middlehigh_closed_75,mean_all_change,mean_elem_change,mean_middlehigh_change,total_students,fips,county_name,state_abb,month_names,capita_covid,all_cases,per_pop,share_pop
6,109,109,2020,2,26,7.69,11.54,0,9.09,18.18,0,4.17,8.33,0,24.9,8.55,27.11,5686,06109,Tuolumne,CA,February,,,,
6,111,111,2020,2,213,0.47,9.86,0,0.76,10.61,0,0,7.61,0,8.88,5.12,13.58,144942,06111,Ventura,CA,February,,,,
6,113,113,2020,2,57,0,10.53,0,0,14.29,0,0,9.09,0,15.36,8.18,22.93,30239,06113,Yolo,CA,February,,,,
6,115,115,2020,2,36,5.71,8.57,0,4.35,8.7,0,6.67,6.67,0,24.42,18.01,41.18,13986,06115,Yuba,CA,February,,,,
41,1,1,2020,2,13,7.69,7.69,0,12.5,12.5,0,10,10,0,9.37,13.66,4.91,3567,41001,Baker,OR,February,,,,
41,3,3,2020,2,26,3.85,3.85,3.85,5.56,5.56,5.56,0,0,0,31.54,26.77,44.36,10019,41003,Benton,OR,February,,,,
41,5,5,2020,2,113,1.77,3.54,0,1.37,4.11,0,1.92,1.92,0,33.38,32.35,37.37,60742,41005,Clackamas,OR,February,,,,
41,7,7,2020,2,14,0,7.69,0,0,14.29,0,0,0,0,38.95,21.38,50.11,5143,41007,Clatsop,OR,February,,,,
41,9,9,2020,2,19,0,0,0,0,0,0,0,0,0,51.83,52.29,56.24,7163,41009,Columbia,OR,February,,,,
41,11,11,2020,2,24,0,12.5,0,0,6.25,0,0,13.33,0,27.81,30.13,26.73,9653,41011,Coos,OR,February,,,,
41,13,13,2020,2,7,0,0,0,0,0,0,0,0,0,71.25,90,67.02,3391,41013,Crook,OR,February,,,,
41,15,15,2020,2,7,0,0,0,0,0,0,0,0,0,52.54,60.51,48.96,2220,41015,Curry,OR,February,,,,
41,17,17,2020,2,43,0,2.33,0,0,0,0,0,4.17,0,37.53,33.44,39.35,24223,41017,Deschutes,OR,February,,,,
41,19,19,2020,2,48,0,2.08,0,0,3.57,0,0,3.33,0,51.26,43.52,57.67,14446,41019,Douglas,OR,February,,,,
41,21,21,2020,2,3,0,0,0,0,0,0,0,0,0,33.9,0.84,33.9,293,41021,Gilliam,OR,February,,,,
41,23,23,2020,2,7,0,14.29,0,0,16.67,0,0,20,0,73.38,68.94,62.73,933,41023,Grant,OR,February,,,,
41,25,25,2020,2,14,0,8.33,0,0,14.29,0,0,9.09,0,34.37,24.65,31.21,1072,41025,Harney,OR,February,,,,
41,27,27,2020,2,8,0,12.5,0,0,20,0,0,0,0,34.83,30.23,42.48,4140,41027,Hood River,OR,February,,,,
41,29,29,2020,2,60,3.33,5,1.67,5,7.5,2.5,6.25,6.25,3.12,32.9,28.6,30.09,29518,41029,Jackson,OR,February,,,,
41,31,31,2020,2,10,0,0,0,0,0,0,0,0,0,46.96,45.42,45.36,3595,41031,Jefferson,OR,February,,,,
41,33,33,2020,2,23,4.35,8.7,0,7.14,7.14,0,0,9.09,0,43.76,44.71,47.57,10651,41033,Josephine,OR,February,,,,
41,35,35,2020,2,27,3.7,7.41,0,5.88,11.76,0,8.33,8.33,0,25.44,13.97,31.57,9291,41035,Klamath,OR,February,,,,
41,37,37,2020,2,6,0,0,0,0,0,0,0,0,0,48.98,54.86,59.99,1188,41037,Lake,OR,February,,,,
41,39,39,2020,2,106,1.89,1.89,0.94,1.64,1.64,1.64,1.72,1.72,0,47.12,49.12,46.17,43894,41039,Lane,OR,February,,,,
41,41,41,2020,2,18,0,0,0,0,0,0,0,0,0,48.15,57.37,48.33,6691,41041,Lincoln,OR,February,,,,
41,43,43,2020,2,46,0,2.17,0,0,3.33,0,0,0,0,38.98,37.27,45.78,18147,41043,Linn,OR,February,,,,
41,45,45,2020,2,20,0,0,0,0,0,0,0,0,0,46.46,45.22,51.78,5065,41045,Malheur,OR,February,,,,
41,47,47,2020,2,109,0.92,4.59,0,1.47,5.88,0,0,1.82,0,29.64,25.27,35.25,54607,41047,Marion,OR,February,,,,
41,49,49,2020,2,8,0,0,0,0,0,0,0,0,0,58.85,62.78,64.24,2194,41049,Morrow,OR,February,,,,
41,51,51,2020,2,156,1.28,3.85,0.64,0.88,4.42,0,2.78,5.56,1.39,26.99,24.79,27.05,89295,41051,Multnomah,OR,February,,,,
41,53,53,2020,2,25,0,4,0,0,5.88,0,0,0,0,37.35,27.86,55.87,13667,41053,Polk,OR,February,,,,
41,55,55,2020,2,2,0,0,0,0,0,0,0,0,0,46.1,63.64,46.1,262,41055,Sherman,OR,February,,,,
41,57,57,2020,2,12,0,8.33,0,0,0,0,0,14.29,0,53.31,64.25,45.49,3220,41057,Tillamook,OR,February,,,,
41,59,59,2020,2,34,0,2.94,0,0,5,0,0,0,0,50.79,49.07,52.78,13311,41059,Umatilla,OR,February,,,,
41,61,61,2020,2,14,7.14,7.14,0,11.11,11.11,0,12.5,12.5,0,32.39,25.27,21.87,4038,41061,Union,OR,February,,,,
41,63,63,2020,2,7,16.67,16.67,16.67,25,25,25,25,25,25,29.04,14.16,4.13,904,41063,Wallowa,OR,February,,,,
41,65,65,2020,2,11,0,9.09,0,0,0,0,0,14.29,0,20.97,15.26,26.62,3532,41065,Wasco,OR,February,,,,
41,67,67,2020,2,125,0.8,4,0,0,1.16,0,2,10,0,29.24,31.95,23.35,84553,41067,Washington,OR,February,2.33,14,42971,1 in 42971
41,69,69,2020,2,3,0,0,0,0,0,0,0,0,0,90,90,90,532,41069,Wheeler,OR,February,,,,
41,71,71,2020,2,35,0,2.86,0,0,0,0,0,5.26,0,35.69,29.68,39.39,16834,41071,Yamhill,OR,February,,,,
53,1,1,2020,2,14,0,15.38,0,0,0,0,0,28.57,0,35.52,38.88,37.28,5010,53001,Adams,WA,February,,,,
53,3,3,2020,2,11,9.09,9.09,9.09,0,0,0,14.29,14.29,14.29,23.61,46.66,11.01,3487,53003,Asotin,WA,February,,,,
53,5,5,2020,2,56,1.82,3.64,1.82,3.12,6.25,3.12,0,0,0,51.19,44.52,64.49,35642,53005,Benton,WA,February,,,,
53,7,7,2020,2,34,0,5.88,0,0,12.5,0,0,0,0,38.88,28.33,45.49,13904,53007,Chelan,WA,February,,,,
53,9,9,2020,2,25,0,0,0,0,0,0,0,0,0,68.08,66.56,74.66,10065,53009,Clallam,WA,February,,,,
53,11,11,2020,2,117,0.85,2.56,0,1.49,2.99,0,0,1.75,0,33.72,32.31,33.87,76920,53011,Clark,WA,February,,,,
53,13,13,2020,2,4,0,75,0,0,100,0,0,66.67,0,-16.92,-28.26,-13.24,447,53013,Columbia,WA,February,,,,
53,15,15,2020,2,40,0,2.5,0,0,4,0,0,0,0,57.7,48.78,70.58,16832,53015,Cowlitz,WA,February,,,,
53,17,17,2020,2,18,0,16.67,0,0,9.09,0,0,20,0,10.76,12.54,9.19,6460,53017,Douglas,WA,February,,,,
53,19,19,2020,2,5,33.33,33.33,0,33.33,33.33,0,0,0,0,-10.65,-10.65,21.52,337,53019,Ferry,WA,February,,,,
53,21,21,2020,2,29,0,0,0,0,0,0,0,0,0,42.38,38.93,47.27,17728,53021,Franklin,WA,February,,,,
53,23,23,2020,2,2,0,0,0,0,0,0,0,0,0,82.05,64.1,100,331,53023,Garfield,WA,February,,,,
53,25,25,2020,2,49,0,6.12,0,0,7.41,0,0,4.76,0,40.2,33.33,46.18,19609,53025,Grant,WA,February,,,,
53,27,27,2020,2,39,0,2.63,0,0,0,0,0,4.76,0,34.2,33.43,35.54,10657,53027,Grays Harbor,WA,February,,,,
53,29,29,2020,2,25,0,0,0,0,0,0,0,0,0,37.22,38.63,38.23,11236,53029,Island,WA,February,,,,
53,31,31,2020,2,13,0,0,0,0,0,0,0,0,0,59.88,57.65,79.54,2334,53031,Jefferson,WA,February,,,,
53,33,33,2020,2,437,0.69,4.38,0.23,0.71,5,0.36,0.57,3.41,0,37.21,34.96,41.56,271339,53033,King,WA,February,7.5,169,13330,1 in 13330
53,35,35,2020,2,70,2.9,4.35,1.45,0,0,0,6.9,10.34,3.45,42.71,44.08,36.02,37790,53035,Kitsap,WA,February,,,,
53,37,37,2020,2,16,0,0,0,0,0,0,0,0,0,50.61,45.26,73.02,5166,53037,Kittitas,WA,February,,,,
53,39,39,2020,2,20,10,10,5,10,10,10,7.14,7.14,0,26.42,16.91,34.21,3201,53039,Klickitat,WA,February,,,,
53,41,41,2020,2,40,2.5,5,0,4.76,4.76,0,0,4.35,0,44.77,46.29,51.55,12139,53041,Lewis,WA,February,,,,
53,43,43,2020,2,15,0,13.33,0,0,0,0,0,25,0,30.35,37.02,30.61,2044,53043,Lincoln,WA,February,,,,
53,45,45,2020,2,20,0,0,0,0,0,0,0,0,0,39.76,42.82,31.59,7883,53045,Mason,WA,February,,,,
53,47,47,2020,2,30,3.7,7.41,0,0,0,0,5.26,10.53,0,46.89,62.05,38.5,7733,53047,Okanogan,WA,February,,,,
53,49,49,2020,2,20,0,0,0,0,0,0,0,0,0,78.31,74.3,79.65,3189,53049,Pacific,WA,February,,,,
53,51,51,2020,2,9,0,11.11,0,0,0,0,0,16.67,0,46.29,79.06,29.91,1947,53051,Pend Oreille,WA,February,,,,
53,53,53,2020,2,231,1.75,6.11,0,2.08,7.64,0,2.17,4.35,0,35.41,32.03,40.05,131815,53053,Pierce,WA,February,1.55,14,64641,1 in 64641
53,55,55,2020,2,14,0,8.33,0,0,16.67,0,0,0,0,41.64,43.82,45.2,2043,53055,San Juan,WA,February,,,,
53,57,57,2020,2,43,0,0,0,0,0,0,0,0,0,37.09,34.81,44.72,18549,53057,Skagit,WA,February,,,,
53,59,59,2020,2,9,11.11,11.11,11.11,14.29,14.29,14.29,20,20,20,48.58,44.18,24.45,1513,53059,Skamania,WA,February,,,,
53,61,61,2020,2,194,0,2.09,0,0,1.68,0,0,4.71,0,49.17,44.18,54.22,113895,53061,Snohomish,WA,February,10.34,85,9672,1 in 9672
53,63,63,2020,2,157,1.3,5.19,1.3,0,2.15,0,2.86,8.57,2.86,36.58,37.17,37.65,75284,53063,Spokane,WA,February,,,,
53,65,65,2020,2,41,2.44,12.2,0,0,4.76,0,0,10.34,0,37.74,41.44,36.59,7660,53065,Stevens,WA,February,,,,
53,67,67,2020,2,75,0,2.67,0,0,2.44,0,0,2.86,0,39.35,33.44,46.19,40689,53067,Thurston,WA,February,,,,
53,69,69,2020,2,2,0,0,0,0,0,0,0,0,0,93.75,100,93.75,464,53069,Wahkiakum,WA,February,,,,
53,71,71,2020,2,27,0,0,0,0,0,0,0,0,0,34.99,34.54,31.75,8921,53071,Walla Walla,WA,February,,,,
53,73,73,2020,2,63,0,0,0,0,0,0,0,0,0,35.21,34.33,40.17,26384,53073,Whatcom,WA,February,,,,
53,75,75,2020,2,25,0,4,0,0,6.67,0,0,0,0,63.15,58.04,69.19,4960,53075,Whitman,WA,February,,,,
53,77,77,2020,2,102,1.96,4.9,0.98,3.57,7.14,1.79,0,1.89,0,38.19,32.74,45.47,55762,53077,Yakima,WA,February,,,,
6,1,1,2020,3,304,13.62,63.79,1.33,10.88,63.21,1.55,19.35,67.74,1.61,-29.15,-29.57,-30.27,196873,06001,Alameda,CA,March,40.75,681,2454,1 in 2454
6,3,3,2020,3,3,0,33.33,0,0,33.33,0,0,33.33,0,-22.22,-22.22,-22.22,100,06003,Alpine,CA,March,,,,
6,5,5,2020,3,11,0,9.09,0,0,0,0,0,16.67,0,13.62,23.1,17.4,3453,06005,Amador,CA,March,,,,
6,7,7,2020,3,75,5.41,28.38,1.35,7.69,25.64,2.56,7.69,28.21,2.56,-1.31,-0.62,0.42,27605,06007,Butte,CA,March,6.39,14,15656,1 in 15656
6,9,9,2020,3,21,0,9.52,0,0,7.14,0,0,9.09,0,2.96,3.48,4.64,5296,06009,Calaveras,CA,March,,,,
6,11,11,2020,3,20,0,45,0,0,38.46,0,0,54.55,0,-15.63,-10.44,-20.34,5239,06011,Colusa,CA,March,,,,
6,13,13,2020,3,239,6.72,52.94,1.68,7.1,54.84,2.58,6.73,52.88,0.96,-22.62,-23.28,-21.38,166405,06013,Contra Costa,CA,March,40.14,463,2491,1 in 2491
6,15,15,2020,3,13,0,0,0,0,0,0,0,0,0,12,2.56,8.44,4589,06015,Del Norte,CA,March,,,,
6,17,17,2020,3,57,3.64,30.91,0,5.71,28.57,0,6.9,37.93,0,-15.33,-12.83,-21.76,25646,06017,El Dorado,CA,March,14,27,7142,1 in 7142
6,19,19,2020,3,305,10.82,57.05,0.98,8.33,55.39,0.98,15.38,60.84,1.4,-27.28,-26.68,-28.38,196487,06019,Fresno,CA,March,23.22,232,4306,1 in 4306
6,21,21,2020,3,20,10,45,0,22.22,66.67,0,6.67,46.67,0,-13.53,-16.57,-14.35,5435,06021,Glenn,CA,March,,,,
6,23,23,2020,3,76,8,33.33,1.33,2.44,26.83,0,5.88,33.33,0,-5.7,0.62,2.59,14543,06023,Humboldt,CA,March,36.15,49,2766,1 in 2766
6,25,25,2020,3,60,3.33,30,0,5.41,27.03,0,2.86,34.29,0,-6.8,-6.65,-9.49,36758,06025,Imperial,CA,March,51.32,93,1949,1 in 1949
6,27,27,2020,3,20,5,20,0,11.11,33.33,0,5.56,22.22,0,9.29,-19.69,10.72,2663,06027,Inyo,CA,March,,,,
6,29,29,2020,3,248,5.28,41.87,0.41,6.54,38.56,0.65,5.41,45.05,0.9,-17.26,-15.73,-19.79,174967,06029,Kern,CA,March,29.88,269,3346,1 in 3346
6,31,31,2020,3,61,6.56,45.9,0,8.33,47.22,0,5.26,44.74,0,-16.13,-12.57,-19.78,29399,06031,Kings,CA,March,7.85,12,12745,1 in 12745
6,33,33,2020,3,29,6.9,51.72,0,0,66.67,0,9.52,52.38,0,-19.47,-27.97,-19.55,8051,06033,Lake,CA,March,,,,
6,35,35,2020,3,20,15,35,0,11.11,33.33,0,14.29,28.57,0,-15.09,-13.29,-11.47,3955,06035,Lassen,CA,March,,,,
6,37,37,2020,3,1857,12.86,59.3,0.92,10.35,57.76,0.74,16.86,61.57,1.44,-26.54,-25.45,-28.16,1347563,06037,Los Angeles,CA,March,68.47,6874,1460,1 in 1460
6,39,39,2020,3,74,8.22,47.95,0,7.32,41.46,0,8.33,47.92,0,-20.35,-15.73,-19.12,32930,06039,Madera,CA,March,25.42,40,3933,1 in 3933
6,41,41,2020,3,74,6.94,62.5,0,6.82,65.91,0,5.88,52.94,0,-22.05,-28.83,-11.42,34473,06041,Marin,CA,March,51,132,1961,1 in 1961
6,43,43,2020,3,14,21.43,64.29,0,18.18,63.64,0,15.38,61.54,0,-38.35,-36.93,-35.53,2325,06043,Mariposa,CA,March,,,,
6,45,45,2020,3,48,16.67,45.83,0,19.05,47.62,0,12.12,36.36,0,-17.26,-20.75,-9.57,14037,06045,Mendocino,CA,March,,,,
6,47,47,2020,3,102,9.8,48.04,0,12.5,48.21,0,12.07,51.72,0,-18.04,-18.64,-21.12,59690,06047,Merced,CA,March,11.52,32,8678,1 in 8678
6,49,49,2020,3,11,20,40,0,25,50,0,25,37.5,0,-16.31,-18.94,-19.25,1422,06049,Modoc,CA,March,,,,
6,51,51,2020,3,13,30.77,61.54,7.69,16.67,33.33,0,36.36,63.64,9.09,-16.56,12.79,-25.86,1594,06051,Mono,CA,March,,,,
6,53,53,2020,3,137,21.9,56.2,3.65,20.24,59.52,3.57,21.88,48.44,4.69,-25.44,-25.43,-20.7,78904,06053,Monterey,CA,March,17.28,75,5787,1 in 5787
6,55,55,2020,3,43,16.28,60.47,0,24,64,0,4.55,45.45,0,-23.18,-22.57,-15.7,22722,06055,Napa,CA,March,24.68,34,4051,1 in 4051
6,57,57,2020,3,40,5.13,28.21,2.56,5,35,0,0,11.54,0,-12.8,-13.97,-3.52,11262,06057,Nevada,CA,March,28.07,28,3563,1 in 3563
6,59,59,2020,3,580,6.55,47.41,0.69,6.27,46.37,0.75,7.18,50.26,0.51,-21.59,-20.49,-23.88,485212,06059,Orange,CA,March,39.74,1262,2516,1 in 2516
6,61,61,2020,3,101,2.97,25.74,0,2.86,27.14,0,3.85,21.15,0,-10.3,-9.83,-7.82,58130,06061,Placer,CA,March,26.61,106,3758,1 in 3758
6,63,63,2020,3,12,16.67,33.33,0,20,40,0,25,37.5,0,-4.4,0.27,-13.9,1927,06063,Plumas,CA,March,,,,
6,65,65,2020,3,459,5.25,44.64,0.44,5.36,44.29,0.36,5.39,46.57,0.49,-18.88,-18.92,-20.05,415213,06065,Riverside,CA,March,46.75,1155,2139,1 in 2139
6,67,67,2020,3,330,9.73,51.98,0,9.01,50,0,12.24,57.82,0,-23.67,-22.23,-25.88,222147,06067,Sacramento,CA,March,38.08,591,2626,1 in 2626
6,69,69,2020,3,19,11.76,52.94,0,0,41.67,0,16.67,66.67,0,-24.77,-19.91,-28.57,6854,06069,San Benito,CA,March,47.76,30,2094,1 in 2094
6,71,71,2020,3,503,3.99,28.94,0.2,3.47,29.65,0.32,4.46,26.24,0.5,-11.43,-12.01,-8.73,389270,06071,San Bernardino,CA,March,32.75,714,3053,1 in 3053
6,73,73,2020,3,684,6.59,42.31,0.88,5.14,41.82,0.23,6.01,43.11,0.71,-19.56,-19.81,-20.02,474707,06073,San Diego,CA,March,46.85,1564,2134,1 in 2134
6,75,75,2020,3,106,15.09,66.98,0,17.81,68.49,0,7.89,63.16,0,-28.18,-31.99,-20.95,47515,06075,San Francisco,CA,March,83.26,734,1201,1 in 1201
6,77,77,2020,3,206,7.32,44.39,0.49,6.12,45.58,0,9.03,44.52,0.65,-17.43,-16.96,-17.89,139413,06077,San Joaquin,CA,March,29.65,226,3372,1 in 3372
6,79,79,2020,3,80,7.5,48.75,1.25,10.87,52.17,2.17,4.65,46.51,2.33,-22.72,-25.46,-21.2,38455,06079,San Luis Obispo,CA,March,36.73,104,2722,1 in 2722
6,81,81,2020,3,163,13.5,57.67,1.23,14.15,57.55,0,13.75,60,2.5,-27.11,-26.4,-29.06,88912,06081,San Mateo,CA,March,92.75,711,1078,1 in 1078
6,83,83,2020,3,115,12.39,42.48,1.77,7.04,36.62,0,18.37,46.94,4.08,-18.96,-14.02,-20.06,72210,06083,Santa Barbara,CA,March,56.89,254,1758,1 in 1758
6,85,85,2020,3,377,11.97,61.97,0.8,10.26,58.12,0,13.25,66.23,1.32,-28.72,-26.38,-31.31,258415,06085,Santa Clara,CA,March,69.56,1341,1438,1 in 1438
6,87,87,2020,3,71,15.49,66.2,4.23,14.29,64.29,2.38,19.44,66.67,5.56,-27.37,-26.31,-29.34,35707,06087,Santa Cruz,CA,March,23.42,64,4269,1 in 4269
6,89,89,2020,3,89,10.11,34.83,2.25,12.5,31.25,4.17,15.52,43.1,3.45,-10.82,-5.93,-13.8,26571,06089,Shasta,CA,March,11.66,21,8575,1 in 8575
6,91,91,2020,3,7,0,28.57,0,0,50,0,0,20,0,22.83,35.71,17.67,397,06091,Sierra,CA,March,,,,
6,93,93,2020,3,48,14.89,29.79,0,3.57,17.86,0,17.5,32.5,0,4.31,14.3,-0.18,6031,06093,Siskiyou,CA,March,,,,
6,95,95,2020,3,98,7.22,45.36,1.03,6.78,49.15,0,5.88,41.18,1.96,-20.3,-19.36,-19.35,57911,06095,Solano,CA,March,20.78,93,4813,1 in 4813
6,97,97,2020,3,153,3.95,31.58,0.66,3.92,37.25,0.98,4.29,31.43,0,-10.59,-12.98,-11.21,68452,06097,Sonoma,CA,March,27.71,137,3608,1 in 3608
6,99,99,2020,3,179,2.79,27.93,0.56,2.63,28.95,0,3.41,28.41,1.14,-12.84,-11.71,-14.81,109315,06099,Stanislaus,CA,March,17.25,95,5796,1 in 5796
6,101,101,2020,3,34,11.76,32.35,2.94,12,32,4,7.41,25.93,0,-9.6,-10.27,-5.02,17629,06101,Sutter,CA,March,21.66,21,4618,1 in 4618
6,103,103,2020,3,41,4.88,21.95,0,3.85,23.08,0,6.67,23.33,0,-1.03,-1.81,-1.16,12404,06103,Tehama,CA,March,,,,
6,105,105,2020,3,13,0,23.08,0,0,28.57,0,0,23.08,0,36.58,34.6,36.58,1094,06105,Trinity,CA,March,,,,
6,107,107,2020,3,173,8.67,43.35,0,7.96,42.48,0,11.01,44.95,0,-18.39,-18.41,-16.95,100977,06107,Tulare,CA,March,25.31,118,3951,1 in 3951
6,109,109,2020,3,26,16.67,45.83,4.17,18.18,54.55,9.09,17.39,43.48,4.35,-13.44,-24.61,-12.16,5616,06109,Tuolumne,CA,March,,,,
6,111,111,2020,3,209,8.13,47.85,0.48,8.4,48.85,0,11.11,48.89,1.11,-20.09,-19.06,-22.1,144091,06111,Ventura,CA,March,34.52,292,2897,1 in 2897
6,113,113,2020,3,58,5.17,32.76,0,2.78,38.89,0,5.88,32.35,0,-14.04,-15.49,-14.71,30440,06113,Yolo,CA,March,25.4,56,3938,1 in 3938
6,115,115,2020,3,35,5.71,20,0,4.35,13.04,0,0,26.67,0,-8.94,-6.11,-13.57,13902,06115,Yuba,CA,March,,,,
41,1,1,2020,3,13,7.69,46.15,7.69,12.5,75,12.5,10,40,10,-15.79,-27.81,-17.28,3567,41001,Baker,OR,March,,,,
41,3,3,2020,3,26,7.69,19.23,0,11.11,27.78,0,0,0,0,-4.62,-9.43,2.01,10019,41003,Benton,OR,March,23.64,22,4230,1 in 4230
41,5,5,2020,3,113,10.62,45.13,1.77,10.96,49.32,1.37,7.69,38.46,1.92,-16.5,-18.21,-13.14,60742,41005,Clackamas,OR,March,26.54,111,3767,1 in 3767
41,7,7,2020,3,14,14.29,35.71,0,14.29,42.86,0,10,30,0,-10.1,-11.72,-12.82,5143,41007,Clatsop,OR,March,,,,
41,9,9,2020,3,19,0,11.11,0,0,11.11,0,0,10,0,5.21,16.16,-0.62,7163,41009,Columbia,OR,March,,,,
41,11,11,2020,3,24,0,20.83,0,0,25,0,0,20,0,6.33,6.84,1.36,9653,41011,Coos,OR,March,,,,
41,13,13,2020,3,7,0,42.86,0,0,0,0,0,50,0,-1.16,-3.41,-4.38,3391,41013,Crook,OR,March,,,,
41,15,15,2020,3,7,0,0,0,0,0,0,0,0,0,34.9,36.49,32.62,2220,41015,Curry,OR,March,,,,
41,17,17,2020,3,43,2.33,20.93,0,0,16.67,0,4,24,0,-0.82,-3.34,-0.75,24215,41017,Deschutes,OR,March,26.81,53,3730,1 in 3730
41,19,19,2020,3,48,0,6.25,0,0,7.14,0,0,6.67,0,12.84,11.66,15.25,14446,41019,Douglas,OR,March,18.92,21,5285,1 in 5285
41,21,21,2020,3,3,33.33,66.67,0,50,50,0,33.33,66.67,0,-31.6,-22.4,-31.6,293,41021,Gilliam,OR,March,,,,
41,23,23,2020,3,7,0,14.29,0,0,16.67,0,0,20,0,28.46,23.35,41.17,933,41023,Grant,OR,March,,,,
41,25,25,2020,3,13,11.11,11.11,0,0,0,0,12.5,12.5,0,22,54.6,18.28,1059,41025,Harney,OR,March,,,,
41,27,27,2020,3,8,12.5,37.5,0,20,40,0,0,33.33,0,-28.41,-31.01,-24.09,4140,41027,Hood River,OR,March,,,,
41,29,29,2020,3,60,5,11.67,1.67,7.5,12.5,2.5,9.38,15.62,3.12,-3.38,-5.1,-4.08,29518,41029,Jackson,OR,March,18.56,41,5389,1 in 5389
41,31,31,2020,3,10,0,20,0,0,16.67,0,0,14.29,0,11.3,22.87,22.59,3595,41031,Jefferson,OR,March,,,,
41,33,33,2020,3,24,12.5,16.67,0,14.29,14.29,0,16.67,25,0,-2.62,-0.27,-8.51,10732,41033,Josephine,OR,March,20.57,18,4860,1 in 4860
41,35,35,2020,3,27,7.41,37.04,3.7,5.56,33.33,5.56,16.67,41.67,8.33,-20.04,-20.28,-24.12,9297,41035,Klamath,OR,March,23.45,16,4265,1 in 4265
41,37,37,2020,3,6,0,33.33,0,0,50,0,0,0,0,-10.99,-16.77,-1.28,1188,41037,Lake,OR,March,,,,
41,39,39,2020,3,105,2.86,20.95,0,1.69,18.64,0,3.45,20.69,0,2.2,4.63,3.99,43772,41039,Lane,OR,March,10.47,40,9552,1 in 9552
41,41,41,2020,3,18,0,33.33,0,0,50,0,0,16.67,0,6.99,-3.29,22.68,7195,41041,Lincoln,OR,March,,,,
41,43,43,2020,3,46,0,8.7,0,0,6.67,0,0,13.04,0,0.59,2.36,1.4,18147,41043,Linn,OR,March,43.16,56,2317,1 in 2317
41,45,45,2020,3,21,5,35,0,0,25,0,8.33,50,0,4.59,10.13,-5.87,5074,41045,Malheur,OR,March,,,,
41,47,47,2020,3,109,7.34,27.52,0,4.41,27.94,0,12.73,25.45,0,-13.42,-15.97,-12.01,54607,41047,Marion,OR,March,67.56,235,1480,1 in 1480
41,49,49,2020,3,8,0,25,0,0,20,0,0,25,0,-3.6,0.31,0.76,2194,41049,Morrow,OR,March,,,,
41,51,51,2020,3,154,4.55,45.45,0.65,4.46,42.86,0,8.45,54.93,1.41,-17.34,-17.64,-21.11,87457,41051,Multnomah,OR,March,40.35,328,2478,1 in 2478
41,53,53,2020,3,25,0,12,0,0,17.65,0,0,0,0,-1.86,-3.1,3.66,13667,41053,Polk,OR,March,36.01,31,2777,1 in 2777
41,55,55,2020,3,2,0,50,0,0,50,0,0,100,0,-33.41,-33.41,-43.75,239,41055,Sherman,OR,March,,,,
41,57,57,2020,3,12,16.67,25,8.33,0,0,0,28.57,42.86,14.29,-6.9,11.93,-20.35,3220,41057,Tillamook,OR,March,,,,
41,59,59,2020,3,34,8.82,47.06,0,5,35,0,14.29,61.9,0,-20.15,-11.84,-25.51,13311,41059,Umatilla,OR,March,15.39,12,6496,1 in 6496
41,61,61,2020,3,14,7.14,42.86,0,11.11,44.44,0,12.5,50,0,-11.59,-20.15,-10.78,4038,41061,Union,OR,March,,,,
41,63,63,2020,3,7,0,0,0,0,0,0,0,0,0,34.27,28.7,21.34,904,41063,Wallowa,OR,March,,,,
41,65,65,2020,3,11,0,27.27,0,0,16.67,0,0,42.86,0,-16.44,-16.48,-17.01,3532,41065,Wasco,OR,March,,,,
41,67,67,2020,3,126,5.56,30.16,2.38,2.33,23.26,0,11.76,41.18,5.88,-8.43,-4.78,-14.45,86507,41067,Washington,OR,March,54.36,327,1840,1 in 1840
41,69,69,2020,3,3,0,33.33,0,0,33.33,0,0,33.33,0,24.24,24.24,24.24,532,41069,Wheeler,OR,March,,,,
41,71,71,2020,3,35,5.71,22.86,0,10.53,21.05,0,0,22.22,0,-7.52,-11.31,-4.08,16834,41071,Yamhill,OR,March,23.34,25,4284,1 in 4284
53,1,1,2020,3,14,21.43,50,7.14,14.29,57.14,14.29,37.5,50,12.5,-20.95,-29.23,-22.2,5010,53001,Adams,WA,March,,,,
53,3,3,2020,3,11,0,30,0,0,33.33,0,0,33.33,0,-8.69,-5.99,-17.56,3487,53003,Asotin,WA,March,,,,
53,5,5,2020,3,56,1.79,30.36,1.79,3.12,25,3.12,0,30.77,0,-5.29,1.89,-6.49,35642,53005,Benton,WA,March,109.11,223,917,1 in 917
53,7,7,2020,3,33,0,33.33,0,0,18.75,0,0,50,0,-10.97,-2.75,-19.11,13895,53007,Chelan,WA,March,31.09,24,3217,1 in 3217
53,9,9,2020,3,25,0,20,0,0,29.41,0,0,12.5,0,4.03,-0.68,7.85,10215,53009,Clallam,WA,March,,,,
53,11,11,2020,3,116,2.59,28.45,0,1.49,22.39,0,5.36,37.5,0,-12.57,-9.33,-16.13,76903,53011,Clark,WA,March,36.05,176,2774,1 in 2774
53,13,13,2020,3,4,50,75,0,50,50,0,33.33,66.67,0,-47.21,-40.82,-42.4,447,53013,Columbia,WA,March,,,,
